hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,418,2016,September,40,26,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29
City Hotel,1,75,2017,January,3,18,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,20,Transient,79.0,0,0,Canceled,2016-11-24
Resort Hotel,0,112,2015,December,53,30,0,3,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,2,No Deposit,,,0,Transient-Party,155.67,0,0,Check-Out,2016-01-02
City Hotel,0,73,2016,March,14,29,0,2,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,7.0,,0,Transient,60.29,0,1,Check-Out,2016-03-31
City Hotel,0,121,2016,July,28,6,0,4,3,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,96.9,0,1,Check-Out,2016-07-10
City Hotel,0,164,2015,October,40,2,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,19.0,,0,Transient-Party,100.0,0,0,Check-Out,2015-10-04
City Hotel,0,88,2016,December,53,28,0,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,7.0,,0,Transient,125.66,0,3,Check-Out,2016-12-31
City Hotel,1,75,2016,October,42,11,0,5,2,1.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,0,Canceled,2016-07-31
City Hotel,1,221,2017,March,13,28,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,0,Canceled,2016-08-20
Resort Hotel,0,15,2015,November,48,25,0,2,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,47.12,0,0,Check-Out,2015-11-27
City Hotel,0,1,2016,July,30,21,0,1,2,0.0,0,SC,NOR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,80.0,0,0,Check-Out,2016-07-22
Resort Hotel,0,41,2015,October,43,18,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,243.0,,0,Contract,43.93,0,0,Check-Out,2015-10-25
Resort Hotel,0,1,2017,March,11,14,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,B,0,No Deposit,,47.0,0,Transient,35.0,0,0,Check-Out,2017-03-17
City Hotel,1,16,2015,October,41,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,1,No Deposit,79.0,,0,Transient,85.6,0,0,Canceled,2015-09-22
Resort Hotel,1,249,2017,August,33,19,2,6,3,0.0,0,HB,PRT,Direct,Direct,1,1,3,E,E,0,No Deposit,,,0,Transient,210.5,0,3,Canceled,2017-02-02
Resort Hotel,0,117,2016,May,19,5,2,8,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.44,0,0,Check-Out,2016-05-15
Resort Hotel,1,20,2017,August,35,27,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,11.0,,0,Transient,182.0,0,1,Canceled,2017-08-07
Resort Hotel,1,227,2016,June,24,11,4,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,72.0,0,2,Canceled,2016-04-04
City Hotel,1,75,2016,March,12,17,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient,80.0,0,0,Canceled,2016-02-03
Resort Hotel,1,236,2015,August,35,28,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,,0,Transient,123.6,0,1,Canceled,2015-08-17
Resort Hotel,0,8,2016,April,15,7,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,71.0,1,0,Check-Out,2016-04-09
Resort Hotel,0,287,2015,October,42,15,0,0,2,0.0,0,BB,GBR,Groups,Corporate,0,0,1,A,I,2,No Deposit,,223.0,0,Transient-Party,0.0,0,0,Check-Out,2015-10-15
City Hotel,0,79,2015,October,41,10,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-10-12
City Hotel,1,342,2015,September,39,24,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01
City Hotel,0,151,2017,May,21,23,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,162.0,0,4,Check-Out,2017-05-27
City Hotel,0,35,2017,May,19,10,0,1,1,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,39.0,,0,Transient-Party,130.0,0,0,Check-Out,2017-05-11
City Hotel,1,169,2017,June,23,8,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,170.0,0,0,Canceled,2016-12-21
Resort Hotel,1,96,2016,July,32,31,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,241.0,0,0,Canceled,2016-06-24
City Hotel,0,0,2017,March,12,20,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,2,16,A,F,0,No Deposit,94.0,,0,Transient,65.0,0,3,Check-Out,2017-03-21
City Hotel,1,132,2016,July,30,21,2,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,102.28,0,0,Canceled,2016-03-11
City Hotel,1,350,2016,June,25,17,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,130.0,0,0,Canceled,2015-08-11
City Hotel,0,25,2017,March,12,19,2,0,2,0.0,0,BB,USA,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,143.0,0,0,Check-Out,2017-03-21
City Hotel,0,217,2015,August,32,7,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,8.0,,0,Transient-Party,76.5,0,3,Check-Out,2015-08-08
City Hotel,0,118,2016,July,31,24,2,1,2,2.0,0,BB,AUT,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,165.9,0,1,Check-Out,2016-07-27
City Hotel,1,167,2016,August,32,6,0,1,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,0,Canceled,2016-07-19
Resort Hotel,1,49,2017,February,9,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,332.0,,0,Transient,35.0,0,0,Canceled,2017-01-19
City Hotel,0,202,2017,August,34,25,1,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,162.0,0,0,Check-Out,2017-08-28
City Hotel,1,152,2017,May,18,3,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,286.0,,0,Transient,100.0,0,0,Canceled,2016-12-02
Resort Hotel,0,1,2015,December,50,12,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,58.0,0,2,Check-Out,2015-12-13
City Hotel,0,141,2015,September,39,20,1,0,1,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,80.0,0,0,Check-Out,2015-09-21
Resort Hotel,1,226,2016,September,37,4,2,5,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,52.7,0,1,Canceled,2016-05-12
City Hotel,1,176,2016,September,38,15,0,3,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,143.1,0,0,Canceled,2016-06-28
City Hotel,1,45,2017,July,27,2,2,0,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.1,0,1,Canceled,2017-06-08
City Hotel,0,1,2016,May,19,5,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,20.0,,0,Transient,119.0,0,0,Check-Out,2016-05-08
City Hotel,0,15,2017,March,10,8,0,3,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,121.33,0,1,Check-Out,2017-03-11
City Hotel,0,14,2015,October,42,15,0,2,1,0.0,0,BB,IRQ,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,99.0,,0,Transient-Party,100.0,0,0,Check-Out,2015-10-17
City Hotel,0,253,2016,September,39,19,1,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,115.2,0,2,Check-Out,2016-09-20
City Hotel,0,73,2016,June,25,16,0,3,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,149.4,0,1,Check-Out,2016-06-19
Resort Hotel,0,123,2016,February,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,C,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0,Check-Out,2016-02-29
Resort Hotel,1,45,2016,August,36,29,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,11.0,,0,Transient,128.0,0,0,Canceled,2016-08-18
City Hotel,0,24,2017,June,22,2,0,1,2,1.0,0,BB,LUX,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,250.0,0,0,Check-Out,2017-06-03
City Hotel,0,164,2015,October,40,2,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,19.0,,0,Transient-Party,100.0,0,0,Check-Out,2015-10-04
Resort Hotel,0,37,2016,October,44,25,0,4,3,1.0,0,HB,GBR,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240.0,,0,Transient,183.0,0,1,Check-Out,2016-10-29
City Hotel,1,280,2016,September,39,19,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,35,Transient,110.0,0,0,Canceled,2016-01-18
City Hotel,0,21,2017,August,33,14,1,0,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,218.0,0,3,Check-Out,2017-08-15
City Hotel,0,18,2016,June,25,13,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,7.0,,0,Transient,97.02,0,0,Check-Out,2016-06-14
City Hotel,0,210,2015,October,41,8,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,72.75,0,0,Check-Out,2015-10-12
Resort Hotel,1,50,2016,April,17,20,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,121.0,0,0,Canceled,2016-03-09
Resort Hotel,1,65,2016,December,53,26,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,0,Canceled,2016-10-23
Resort Hotel,0,80,2016,December,49,2,0,2,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,0,No Deposit,253.0,,0,Transient-Party,51.8,0,1,Check-Out,2016-12-04
Resort Hotel,0,46,2016,December,53,30,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5.0,,0,Transient,162.0,0,0,Check-Out,2017-01-01
City Hotel,0,349,2016,October,41,4,1,5,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,58.0,,162,Transient-Party,96.67,0,0,Check-Out,2016-10-10
Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
City Hotel,1,55,2016,November,46,11,0,2,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,113.4,0,1,Canceled,2016-10-14
City Hotel,0,18,2017,May,19,9,0,2,1,0.0,0,BB,DNK,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,135.0,0,0,Check-Out,2017-05-11
Resort Hotel,0,66,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,No Deposit,,,0,Transient,168.25,0,0,Check-Out,2015-08-07
Resort Hotel,1,168,2016,April,16,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,245.0,,0,Transient,86.0,0,0,Canceled,2016-01-05
Resort Hotel,0,55,2015,July,28,7,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,82.0,1,2,Check-Out,2015-07-10
City Hotel,0,88,2016,May,19,3,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,117.0,0,1,Check-Out,2016-05-06
City Hotel,0,133,2017,August,31,4,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,0,Check-Out,2017-08-06
City Hotel,0,127,2016,April,18,28,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,90.0,0,0,Check-Out,2016-05-02
Resort Hotel,0,4,2017,February,9,26,2,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,78.0,0,1,Check-Out,2017-03-01
City Hotel,0,63,2015,September,36,4,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,21.0,,0,Transient-Party,116.0,0,0,Check-Out,2015-09-06
Resort Hotel,0,272,2016,August,35,24,2,5,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171.0,,0,Transient,126.9,0,1,Check-Out,2016-08-31
Resort Hotel,1,0,2015,December,52,25,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,240.0,,0,Transient,55.0,0,0,No-Show,2015-12-25
City Hotel,0,186,2017,June,26,28,0,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient-Party,166.5,0,0,Check-Out,2017-07-01
City Hotel,0,58,2017,August,34,24,2,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,150.33,1,0,Check-Out,2017-08-29
City Hotel,0,53,2016,November,48,21,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,1,Check-Out,2016-11-26
City Hotel,1,7,2016,January,3,16,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.3,0,0,Canceled,2016-01-13
City Hotel,1,0,2015,September,37,10,0,1,2,0.0,0,BB,PRT,Corporate,Direct,1,0,0,A,D,0,No Deposit,71.0,,0,Group,152.0,0,0,No-Show,2015-09-10
City Hotel,0,462,2017,July,26,1,2,3,2,0.0,0,BB,AUS,Groups,TA/TO,0,0,0,A,A,1,No Deposit,229.0,,0,Transient-Party,103.6,0,1,Check-Out,2017-07-06
City Hotel,1,73,2016,March,12,17,2,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient-Party,72.12,0,1,Canceled,2016-01-06
Resort Hotel,0,55,2015,September,40,30,0,3,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,256.0,,0,Transient-Party,73.0,0,0,Check-Out,2015-10-03
Resort Hotel,0,0,2017,March,9,1,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,57.0,0,0,Check-Out,2017-03-03
Resort Hotel,0,112,2017,March,11,15,0,3,1,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,477.0,0,Transient-Party,40.0,0,0,Check-Out,2017-03-18
City Hotel,1,107,2017,August,31,3,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,2,Canceled,2017-04-24
City Hotel,0,14,2016,August,35,25,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,36.0,,0,Transient-Party,90.0,0,0,Check-Out,2016-08-28
City Hotel,1,169,2017,April,16,21,2,3,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,1,Canceled,2016-11-08
Resort Hotel,1,5,2017,January,4,23,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,94.0,0,Transient,35.0,0,0,Canceled,2017-01-20
Resort Hotel,0,158,2017,July,29,18,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,314.0,,0,Transient,129.2,0,0,Check-Out,2017-07-20
Resort Hotel,0,0,2016,November,47,15,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,52.0,0,0,Check-Out,2016-11-16
City Hotel,0,6,2016,August,36,28,2,1,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,228.0,0,3,Check-Out,2016-08-31
City Hotel,0,0,2016,July,29,14,0,1,2,2.0,0,BB,URY,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,176.8,1,2,Check-Out,2016-07-15
City Hotel,0,0,2016,November,45,5,2,2,2,0.0,0,BB,AGO,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,89.0,0,0,Check-Out,2016-11-09
Resort Hotel,0,61,2016,September,36,3,1,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,E,G,0,No Deposit,242.0,,0,Transient,181.0,0,1,Check-Out,2016-09-05
City Hotel,1,156,2017,April,17,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,100.0,0,0,Canceled,2016-11-21
City Hotel,0,84,2015,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2015-11-30
City Hotel,1,475,2016,October,44,27,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,0,213,2016,October,40,1,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,102.85,0,2,Check-Out,2016-10-05
City Hotel,0,124,2017,March,13,26,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,100.3,0,3,Check-Out,2017-03-30
City Hotel,0,3,2016,October,43,16,2,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,1,Check-Out,2016-10-20
Resort Hotel,0,1,2017,May,20,16,0,3,2,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,C,0,No Deposit,,,0,Transient,90.25,0,2,Check-Out,2017-05-19
Resort Hotel,0,71,2016,March,12,15,0,1,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient,58.0,0,0,Check-Out,2016-03-16
Resort Hotel,1,144,2016,September,37,6,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,139.0,0,0,Canceled,2016-04-24
Resort Hotel,1,238,2017,February,6,10,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,155.0,,0,Transient,54.0,0,0,Canceled,2016-12-15
City Hotel,0,193,2017,July,28,12,0,3,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9.0,,0,Transient,179.1,0,1,Check-Out,2017-07-15
City Hotel,0,0,2016,January,4,19,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.0,0,0,Check-Out,2016-01-21
City Hotel,0,42,2016,April,17,21,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,103.84,0,1,Check-Out,2016-04-25
City Hotel,0,7,2016,June,25,13,1,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.0,0,1,Check-Out,2016-06-15
City Hotel,0,27,2016,June,27,29,1,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,131.44,0,1,Check-Out,2016-07-04
City Hotel,1,13,2016,December,52,20,0,3,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.0,0,0,Canceled,2016-12-12
City Hotel,1,144,2016,October,41,4,0,5,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,151.2,0,1,No-Show,2016-10-04
City Hotel,0,46,2016,September,39,19,1,0,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,1,Check-Out,2016-09-20
Resort Hotel,0,129,2016,May,22,22,2,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,,0,Transient,65.7,0,2,Check-Out,2016-05-25
City Hotel,0,32,2016,March,12,13,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,81.9,0,0,Check-Out,2016-03-17
Resort Hotel,0,40,2017,June,24,12,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,140.0,0,1,Check-Out,2017-06-17
City Hotel,0,44,2016,August,35,24,0,2,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,85.5,0,0,Check-Out,2016-08-26
Resort Hotel,0,1,2016,March,10,5,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,1,D,D,0,No Deposit,240.0,,0,Transient-Party,68.0,0,0,Check-Out,2016-03-06
Resort Hotel,1,148,2016,August,33,7,2,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,269.0,0,0,Canceled,2016-06-14
City Hotel,0,167,2017,March,9,2,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2017-03-05
City Hotel,0,44,2017,March,9,1,0,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,100.3,0,2,Check-Out,2017-03-05
City Hotel,0,8,2016,March,12,18,0,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,125.0,0,1,Check-Out,2016-03-20
City Hotel,0,15,2016,February,8,19,0,1,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,67.0,0,Transient-Party,81.0,0,0,Check-Out,2016-02-20
City Hotel,1,15,2017,May,18,5,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,150.0,0,1,Canceled,2017-04-23
Resort Hotel,0,6,2017,July,30,26,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,8,A,D,0,No Deposit,,103.0,0,Transient,135.0,0,0,Check-Out,2017-07-27
City Hotel,0,117,2017,June,25,19,1,3,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,120.96,0,1,Check-Out,2017-06-23
Resort Hotel,0,28,2015,July,31,28,0,3,3,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,,0,Transient,176.0,1,1,Check-Out,2015-07-31
City Hotel,0,23,2016,April,16,10,2,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,146.2,0,3,Check-Out,2016-04-15
City Hotel,1,207,2016,August,33,7,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,99.45,0,0,Canceled,2016-01-13
Resort Hotel,0,96,2015,November,45,7,4,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,54.88,0,1,Check-Out,2015-11-17
Resort Hotel,0,210,2016,September,36,1,2,3,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient-Party,132.0,0,1,Check-Out,2016-09-06
Resort Hotel,1,2,2016,December,53,30,2,2,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240.0,,0,Transient,71.25,0,2,No-Show,2016-12-30
Resort Hotel,0,46,2016,March,14,29,0,2,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,5,No Deposit,250.0,,0,Transient,76.0,1,0,Check-Out,2016-03-31
City Hotel,1,311,2015,August,35,24,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02
City Hotel,1,377,2015,October,44,29,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01
City Hotel,0,59,2016,July,28,3,2,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,78.35,0,1,Check-Out,2016-07-07
City Hotel,1,12,2016,April,18,25,1,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,131.0,0,0,Canceled,2016-04-21
